P_CODE,VDC_NAME,DISTRICT,REGION,Hazard (Intensity),Exposure,Housing,Poverty,Vulnerability,Severity,Severity Normalized,Severity category
C-BAG-23-025,Gumba,Sindhupalchok,Central,0.05600000000000001,0.004,0.6476624857468642,0.657,0.7059639389736476,0.10450819672131148,0.10427,Medium-Low
M-KAR-65-012,Natharpu,Mugu,Mid-Western,0.0,0.002,0.43671607753705816,0.447,0.4327323162274619,0.004098360655737705,0.0037400000000000003,Lowest
F-SET-70-040,Pachanali,Doti,Far-Western,0.0,0.003,0.8665906499429874,0.8260000000000001,0.9570041608876559,0.0,0.0,Lowest
F-MAH-74-015,Dhungad,Baitadi,Far-Western,0.0,0.002,1.0,0.331,0.6934812760055478,0.0,0.0,Lowest
C-JAN-17-077,Patanuka,Dhanusa,Central,0.007000000000000001,0.004,0.41163055872291904,0.77,0.6407766990291262,0.05122950819672131,0.05044,Low
E-SAG-15-068,Koiladi,Saptari,Eastern,0.002,0.005000000000000001,0.0,0.667,0.319001386962552,0.030737704918032786,0.03051,Low
M-RAP-56-019,Lalmatiya,Dang,Mid-Western,0.001,0.022000000000000002,0.483466362599772,0.562,0.5395284327323161,0.0389344262295082,0.03826,Low
W-GAN-37-041,Nalma,Lamjung,Western,0.004,0.002,0.5484606613454961,0.32000000000000006,0.41192787794729535,0.030737704918032786,0.031240000000000004,Low
C-JAN-20-008,Bhadrakali,Sindhuli,Central,0.246,0.005000000000000001,0.4583808437856329,0.655,0.5894590846047156,0.17827868852459017,0.17789,High
F-MAH-72-011,MahendranagarN.P.,Kanchanpur,Far-Western,0.0,0.10700000000000001,0.4891676168757127,0.30800000000000005,0.3675450762829403,0.0,0.0,Lowest
C-JAN-19-060,Madhubangoth,Sarlahi,Central,0.014000000000000002,0.006,0.346636259977195,0.835,0.6463245492371705,0.07581967213114754,0.07664,Medium-Low
C-JAN-17-066,Makhanaha,Dhanusa,Central,0.012,0.007000000000000001,0.41163055872291904,0.77,0.6407766990291262,0.0778688524590164,0.07754,Medium-Low
C-BAG-25-001,Asrang,Lalitpur,Central,0.359,0.001,0.8244013683010263,0.082,0.41470180305131765,0.12704918032786885,0.1274,Medium-High
E-KOS-06-001,Aekamba,Sunsari,Eastern,0.001,0.009,0.44127708095781076,0.606,0.5450762829403606,0.034836065573770496,0.03483,Low
C-NAR-31-019,Hatiya,Makwanpur,Central,0.063,0.013000000000000001,0.43557582668187006,0.36400000000000005,0.3744798890429959,0.14549180327868852,0.1466,Medium-High
E-KOS-05-017,Dangihat,Morang,Eastern,0.0,0.023000000000000003,0.44811858608893956,0.877,0.7364771151178917,0.04098360655737705,0.04063,Low
E-MEC-04-019,Gauriganj,Jhapa,Eastern,0.0,0.011000000000000001,0.05017103762827824,0.16200000000000003,0.0,0.018442622950819672,0.01871,Lowest
W-LUM-47-035,Kachal,Palpa,Western,0.0,0.004,0.4732041049030787,0.266,0.32871012482662965,0.01639344262295082,0.01668,Lowest
F-MAH-75-034,Seri,Darchula,Far-Western,0.0,0.003,0.9646522234891677,0.505,0.7933425797503467,0.0,0.0,Lowest
C-JAN-22-014,Dandakharka,Dolakha,Central,0.11299999999999999,0.004,0.7251995438996579,0.5860000000000001,0.7045769764216366,0.1413934426229508,0.1406,Medium-High
F-SET-70-042,Ranagau,Doti,Far-Western,0.0,0.003,0.8665906499429874,0.8260000000000001,0.9570041608876559,0.0,0.0,Lowest
F-MAH-74-003,Basuling,Baitadi,Far-Western,0.0,0.003,1.0,0.331,0.6934812760055478,0.0,0.0,Lowest
W-DHA-45-018,Dagatundada,Baglung,Western,0.0,0.006,0.8129988597491449,0.476,0.680998613037448,0.020491803278688527,0.02075,Lowest
E-SAG-15-045,Hardiya,Saptari,Eastern,0.003,0.005000000000000001,0.0,0.667,0.319001386962552,0.036885245901639344,0.03735,Low
C-NAR-32-060,Masedawa,Rautahat,Central,0.019000000000000003,0.007000000000000001,0.3660205245153934,0.9140000000000001,0.7128987517337031,0.09221311475409837,0.09185,Medium-Low
C-NAR-33-076,PiparaSimara,Bara,Central,0.010000000000000002,0.004,0.42873432155074115,0.7200000000000001,0.6158113730929264,0.05942622950819672,0.059860000000000003,Medium-Low
E-KOS-09-032,Tamafok,Sankhuwasabha,Eastern,0.0,0.007000000000000001,0.23261117445838086,0.523,0.36061026352288483,0.01434426229508197,0.01415,Lowest
F-MAH-75-037,Sipti,Darchula,Far-Western,0.0,0.004,0.9646522234891677,0.505,0.7933425797503467,0.0,0.0,Lowest
E-MEC-01-045,Thechambu,Taplejung,Eastern,0.0,0.003,0.33637400228050174,0.303,0.27184466019417475,0.00819672131147541,0.007530000000000001,Lowest
C-BAG-25-015,Dhusel,Lalitpur,Central,0.307,0.002,0.8244013683010263,0.082,0.41470180305131765,0.12295081967213115,0.12361,Medium-High
C-JAN-21-008,Bijulikot,Ramechhap,Central,0.008,0.005000000000000001,0.6830102622576968,0.606,0.6920943134535368,0.06147540983606557,0.062470000000000005,Medium-Low
W-LUM-49-044,ManMateriya,Rupandehi,Western,0.002,0.010000000000000002,0.7571265678449259,0.29500000000000004,0.521497919556172,0.04713114754098361,0.047060000000000005,Low
C-JAN-22-046,Sailungeswor,Dolakha,Central,0.095,0.004,0.7251995438996579,0.5860000000000001,0.7045769764216366,0.13114754098360656,0.13226000000000002,Medium-High
C-NAR-33-071,Paterwa,Bara,Central,0.011000000000000001,0.004,0.42873432155074115,0.7200000000000001,0.6158113730929264,0.06147540983606557,0.06169,Medium-Low
C-BAG-24-017,ChyasingKharka,Kavrepalanchok,Central,0.231,0.003,0.6031927023945267,0.331,0.4521497919556171,0.1413934426229508,0.14073,Medium-High
F-SET-71-018,Joshipur,Kailali,Far-Western,0.0,0.023000000000000003,0.3694412770809578,0.397,0.35644937586685166,0.0,0.0,Lowest
C-BAG-27-046,Ramkot,Kathmandu,Central,0.09300000000000001,0.009,0.8768529076396807,0.18200000000000002,0.5159500693481275,0.1557377049180328,0.15664,Medium-High
W-DHA-44-045,Salija,Parbat,Western,0.0,0.002,0.6362599771949828,0.248,0.41608876560332864,0.012295081967213115,0.01298,Lowest
W-GAN-39-006,Bahakot,Syangja,Western,0.001,0.002,0.45952109464082097,0.488,0.47434119278779474,0.018442622950819672,0.01924,Lowest
W-LUM-50-011,Bedauli,Kapilbastu,Western,0.001,0.006,0.6465222348916762,0.664,0.710124826629681,0.034836065573770496,0.03415000000000001,Low
W-GAN-40-022,Lekhnath N. P.,Kaski,Western,0.013000000000000001,0.06,0.7149372862029648,0.0,0.2912621359223301,0.13524590163934427,0.13596,Medium-High
C-JAN-22-051,Syama,Dolakha,Central,0.011000000000000001,0.002,0.7251995438996579,0.5860000000000001,0.7045769764216366,0.04918032786885246,0.0492,Low
E-KOS-06-026,InaruwaN .P.,Sunsari,Eastern,0.001,0.028999999999999998,0.44127708095781076,0.606,0.5450762829403606,0.05737704918032788,0.05663000000000001,Low
M-RAP-52-009,Bijubar,Pyuthan,Mid-Western,0.0,0.008,0.5940706955530217,0.532,0.5866851595006933,0.01434426229508197,0.01515,Lowest
C-NAR-34-080,Thori,Parsa,Central,0.017,0.007000000000000001,0.41961231470923605,0.6070000000000001,0.5325936199722607,0.08401639344262295,0.08423000000000001,Medium-Low
E-KOS-07-027,Mudebas,Dhankuta,Eastern,0.0,0.003,0.33067274800456103,0.338,0.2912621359223301,0.00819672131147541,0.00839,Lowest
E-SAG-16-014,Bhadaiya,Siraha,Eastern,0.003,0.006,0.21550741163055875,0.797,0.5409153952843272,0.045081967213114756,0.044270000000000004,Low
C-BAG-25-019,Godawari,Lalitpur,Central,0.286,0.008,0.8244013683010263,0.082,0.41470180305131765,0.2069672131147541,0.20662,High
F-SET-68-012,Deulek,Bajhang,Far-Western,0.0,0.004,0.8631698973774231,0.7050000000000001,0.869625520110957,0.0,0.0,Lowest
M-BHE-59-050,Tatopani,Surkhet,Mid-Western,0.0,0.006,0.5233751425313569,0.269,0.36199722607489604,0.0,0.0,Lowest
W-LUM-50-071,Sirsihawa,Kapilbastu,Western,0.001,0.004,0.6465222348916762,0.664,0.710124826629681,0.026639344262295084,0.02656,Low
E-SAG-13-051,MattimBirta,Khotang,Eastern,0.0,0.004,0.43671607753705816,0.396,0.3966712898751734,0.01639344262295082,0.015840000000000003,Lowest
F-SET-68-001,Banjh,Bajhang,Far-Western,0.0,0.005000000000000001,0.8631698973774231,0.7050000000000001,0.869625520110957,0.0,0.0,Lowest
C-JAN-18-003,Bagada,Mahottari,Central,0.016,0.007000000000000001,0.3603192702394527,0.862,0.6740638002773925,0.08401639344262295,0.08352000000000001,Medium-Low
W-LUM-51-021,Keemadada,Arghakhanchi,Western,0.0,0.003,0.5644241733181301,0.332,0.4299583911234396,0.0,0.0,Lowest
C-BAG-27-040,Mulpani,Kathmandu,Central,0.169,0.012,0.8768529076396807,0.18200000000000002,0.5159500693481275,0.21106557377049182,0.21075,High
C-NAR-32-032,GarudaBairiya,Rautahat,Central,0.017,0.005000000000000001,0.3660205245153934,0.9140000000000001,0.7128987517337031,0.0778688524590164,0.07756,Medium-Low
C-NAR-35-002,Bachhyauli,Chitawan,Central,0.125,0.011000000000000001,0.4800456100342075,0.253,0.32454923717059636,0.1680327868852459,0.1685,Medium-High
E-KOS-06-005,Babiya,Sunsari,Eastern,0.001,0.009,0.44127708095781076,0.606,0.5450762829403606,0.0389344262295082,0.038000000000000006,Low
W-GAN-37-057,Tandrang(Taksar),Lamjung,Western,0.008,0.002,0.5484606613454961,0.32000000000000006,0.41192787794729535,0.0430327868852459,0.04259,Low
C-JAN-17-033,Digambarpur,Dhanusa,Central,0.013000000000000001,0.010000000000000002,0.41163055872291904,0.77,0.6407766990291262,0.08811475409836066,0.08823,Medium-Low
M-BHE-60-027,Kusapani,Dailekh,Mid-Western,0.0,0.005000000000000001,0.7457240592930445,0.759,0.8363384188626907,0.0,0.0,Lowest
F-SET-69-038,Kalikasthan,Achham,Far-Western,0.0,0.004,0.830102622576967,0.9210000000000002,0.9999999999999999,0.0,0.0,Lowest
E-SAG-15-105,Sankarpura,Saptari,Eastern,0.002,0.004,0.0,0.667,0.319001386962552,0.02868852459016394,0.02928,Low
E-SAG-15-024,Bodebarsain,Saptari,Eastern,0.002,0.006,0.0,0.667,0.319001386962552,0.036885245901639344,0.03646,Low
C-BAG-27-055,Talkududechour,Kathmandu,Central,0.319,0.003,0.8768529076396807,0.18200000000000002,0.5159500693481275,0.16188524590163936,0.1627,Medium-High
W-LUM-49-012,Bodabar,Rupandehi,Western,0.004,0.009,0.7571265678449259,0.29500000000000004,0.521497919556172,0.05327868852459017,0.05319000000000001,Low
E-SAG-12-017,Jantarkhani,Okhaldhunga,Eastern,0.001,0.002,0.5758266818700113,0.5830000000000001,0.610263522884882,0.022540983606557378,0.02278,Lowest
W-LUM-46-027,DhurkotBhanbhane,Gulmi,Western,0.0,0.003,0.6351197263397947,0.333,0.47434119278779474,0.012295081967213115,0.011880000000000002,Lowest
W-DHA-45-023,Dhullubaskot,Baglung,Western,0.0,0.004,0.8129988597491449,0.476,0.680998613037448,0.020491803278688527,0.019500000000000003,Lowest
W-GAN-39-062,Yaladi,Syangja,Western,0.001,0.002,0.45952109464082097,0.488,0.47434119278779474,0.018442622950819672,0.01905,Lowest
W-GAN-40-021,Lamachaur,Kaski,Western,0.004,0.007000000000000001,0.7149372862029648,0.0,0.2912621359223301,0.04713114754098361,0.046720000000000005,Low
E-SAG-15-001,Arnaha,Saptari,Eastern,0.002,0.005000000000000001,0.0,0.667,0.319001386962552,0.03278688524590164,0.03194,Low
W-GAN-36-039,Lho,Gorkha,Western,0.020000000000000004,0.001,0.6009122006841505,0.521,0.5839112343966713,0.04098360655737705,0.04204,Low
W-LUM-51-003,Arghatos,Arghakhanchi,Western,0.0,0.004,0.5644241733181301,0.332,0.4299583911234396,0.0,0.0,Lowest
C-JAN-17-071,Mukhiyapattimushargiya,Dhanusa,Central,0.007000000000000001,0.008,0.41163055872291904,0.77,0.6407766990291262,0.06557377049180328,0.06627,Medium-Low
F-SET-68-028,Luyanta,Bajhang,Far-Western,0.0,0.003,0.8631698973774231,0.7050000000000001,0.869625520110957,0.0,0.0,Lowest
C-BAG-24-008,Bhimkhori,Kavrepalanchok,Central,0.207,0.006,0.6031927023945267,0.331,0.4521497919556171,0.17008196721311475,0.17020000000000002,Medium-High
C-BAG-28-018,Duipipal,Nuwakot,Central,0.199,0.008,0.540478905359179,0.585,0.5908460471567267,0.20081967213114754,0.20054,High
W-LUM-51-005,Balkot,Arghakhanchi,Western,0.0,0.004,0.5644241733181301,0.332,0.4299583911234396,0.0,0.0,Lowest
E-KOS-06-043,RamgunjBelgachhi,Sunsari,Eastern,0.001,0.009,0.44127708095781076,0.606,0.5450762829403606,0.034836065573770496,0.033889999999999997,Low
W-GAN-37-025,Faleni,Lamjung,Western,0.028000000000000004,0.001,0.5484606613454961,0.32000000000000006,0.41192787794729535,0.05532786885245902,0.05439000000000001,Low
E-SAG-15-080,Malhanama,Saptari,Eastern,0.003,0.004,0.0,0.667,0.319001386962552,0.034836065573770496,0.03574,Low
M-KAR-64-012,Malkot(Institutional),Kalikot,Mid-Western,0.0,0.004,0.6510832383124288,0.876,0.8599167822468793,0.0,0.0,Lowest
E-SAG-14-004,Barai,Udayapur,Eastern,0.001,0.005000000000000001,0.15849486887115166,0.404,0.23300970873786403,0.018442622950819672,0.01941,Lowest
W-LUM-49-045,Manpakadi,Rupandehi,Western,0.002,0.007000000000000001,0.7571265678449259,0.29500000000000004,0.521497919556172,0.04098360655737705,0.041800000000000004,Low
E-SAG-13-034,Jalapa,Khotang,Eastern,0.0,0.003,0.43671607753705816,0.396,0.3966712898751734,0.01434426229508197,0.015120000000000001,Lowest
E-KOS-08-004,Chhatedhunga,Terhathum,Eastern,0.0,0.003,0.3888255416191562,0.504,0.44244105409153944,0.00819672131147541,0.00893,Lowest
E-MEC-02-017,Luwamfu,Panchthar,Eastern,0.0,0.003,0.3340935005701254,0.524,0.4230235783633841,0.010245901639344263,0.01049,Lowest
E-KOS-05-015,Dadarbairiya,Morang,Eastern,0.001,0.009,0.44811858608893956,0.877,0.7364771151178917,0.03278688524590164,0.033620000000000004,Low
F-SET-68-022,Khiratadi,Bajhang,Far-Western,0.0,0.008,0.8631698973774231,0.7050000000000001,0.869625520110957,0.0,0.0,Lowest
W-LUM-46-014,Balithum,Gulmi,Western,0.0,0.004,0.6351197263397947,0.333,0.47434119278779474,0.01639344262295082,0.01575,Lowest
W-LUM-50-063,Rajpur,Kapilbastu,Western,0.001,0.005000000000000001,0.6465222348916762,0.664,0.710124826629681,0.030737704918032786,0.03168000000000001,Low
E-MEC-03-025,Mahamai,Ilam,Eastern,0.0,0.011000000000000001,0.1459521094640821,0.319,0.1664355062413314,0.0,0.0,Lowest
M-RAP-53-029,Kotgaun,Rolpa,Mid-Western,0.0,0.004,0.6921322690992018,0.674,0.7447988904299584,0.010245901639344263,0.010140000000000001,Lowest
M-RAP-53-046,Tewang,Rolpa,Mid-Western,0.0,0.003,0.6921322690992018,0.674,0.7447988904299584,0.010245901639344263,0.01049,Lowest
E-MEC-01-040,Sikaicha,Taplejung,Eastern,0.0,0.002,0.33637400228050174,0.303,0.27184466019417475,0.0,0.0,Lowest
C-NAR-32-044,JingadawaBelbichwa,Rautahat,Central,0.011000000000000001,0.006,0.3660205245153934,0.9140000000000001,0.7128987517337031,0.07377049180327869,0.0743,Medium-Low
C-NAR-33-075,Piparabirta,Bara,Central,0.016,0.024,0.42873432155074115,0.7200000000000001,0.6158113730929264,0.12704918032786885,0.12709,Medium-High
F-MAH-75-032,Rithachaupata,Darchula,Far-Western,0.0,0.005000000000000001,0.9646522234891677,0.505,0.7933425797503467,0.0,0.0,Lowest
E-MEC-03-004,Chameta,Ilam,Eastern,0.0,0.006,0.1459521094640821,0.319,0.1664355062413314,0.0,0.0,Lowest
E-MEC-01-018,Lingtep,Taplejung,Eastern,0.0,0.002,0.33637400228050174,0.303,0.27184466019417475,0.006147540983606557,0.00664,Lowest
W-DHA-43-028,Okharbot,Myagdi,Western,0.0,0.002,0.03762827822120868,0.269,0.06657420249653256,0.00819672131147541,0.00901,Lowest
W-GAN-38-030,Kotdarbar,Tanahu,Western,0.010000000000000002,0.006,0.5997719498289624,0.404,0.5020804438280166,0.06147540983606557,0.06246000000000001,Medium-Low
E-SAG-13-009,Barahapokhari,Khotang,Eastern,0.0,0.004,0.43671607753705816,0.396,0.3966712898751734,0.01639344262295082,0.01583,Lowest
W-GAN-40-008,Deurali,Kaski,Western,0.005000000000000001,0.002,0.7149372862029648,0.0,0.2912621359223301,0.03278688524590164,0.03374,Low
C-BAG-27-042,NaikapNayaBhanjyang,Kathmandu,Central,0.123,0.008,0.8768529076396807,0.18200000000000002,0.5159500693481275,0.16598360655737707,0.16637000000000002,Medium-High
C-JAN-18-046,MajhoraBishnupur,Mahottari,Central,0.010000000000000002,0.007000000000000001,0.3603192702394527,0.862,0.6740638002773925,0.07172131147540983,0.07213000000000001,Medium-Low
M-BHE-59-049,Taranga,Surkhet,Mid-Western,0.0,0.005000000000000001,0.5233751425313569,0.269,0.36199722607489604,0.0,0.0,Lowest
C-JAN-17-062,Laxmipurbagewa,Dhanusa,Central,0.013000000000000001,0.007000000000000001,0.41163055872291904,0.77,0.6407766990291262,0.07991803278688525,0.0801,Medium-Low
F-SET-67-023,Martadi,Bajura,Far-Western,0.0,0.009,0.7879133409350056,0.8800000000000001,0.9459084604715672,0.0,0.0,Lowest
F-SET-67-002,Baddhu,Bajura,Far-Western,0.0,0.005000000000000001,0.7879133409350056,0.8800000000000001,0.9459084604715672,0.006147540983606557,0.00696,Lowest
C-BAG-29-008,Haku,Rasuwa,Central,0.067,0.002,0.4891676168757127,0.786,0.6990291262135923,0.09426229508196722,0.09474,Medium-Low
M-BHE-60-047,RawatKot,Dailekh,Mid-Western,0.0,0.005000000000000001,0.7457240592930445,0.759,0.8363384188626907,0.0,0.0,Lowest
E-KOS-08-020,Phulek,Terhathum,Eastern,0.0,0.002,0.3888255416191562,0.504,0.44244105409153944,0.00819672131147541,0.00829,Lowest
M-RAP-55-026,Kotbara,Salyan,Mid-Western,0.0,0.007000000000000001,0.5940706955530217,0.735,0.7267683772538142,0.012295081967213115,0.012690000000000002,Lowest
C-JAN-17-047,Itaharwa,Dhanusa,Central,0.009,0.005000000000000001,0.41163055872291904,0.77,0.6407766990291262,0.06352459016393443,0.06358000000000001,Medium-Low
C-JAN-19-048,Kabilasi,Sarlahi,Central,0.028000000000000004,0.012,0.346636259977195,0.835,0.6463245492371705,0.12295081967213115,0.1232,Medium-High
C-BAG-28-040,Manakamana,Nuwakot,Central,0.07700000000000001,0.003,0.540478905359179,0.585,0.5908460471567267,0.11065573770491804,0.11003000000000002,Medium-High
E-SAG-14-034,Sidhdipur,Udayapur,Eastern,0.0,0.004,0.15849486887115166,0.404,0.23300970873786403,0.01639344262295082,0.01538,Lowest
C-NAR-34-001,Alau,Parsa,Central,0.010000000000000002,0.009,0.41961231470923605,0.6070000000000001,0.5325936199722607,0.07581967213114754,0.07554,Medium-Low
W-LUM-49-010,Bhagawanpur,Rupandehi,Western,0.002,0.012,0.7571265678449259,0.29500000000000004,0.521497919556172,0.04918032786885246,0.04889,Low
F-SET-69-028,Gajara,Achham,Far-Western,0.0,0.002,0.830102622576967,0.9210000000000002,0.9999999999999999,0.0,0.0,Lowest
C-JAN-21-033,Makadum,Ramechhap,Central,0.163,0.002,0.6830102622576968,0.606,0.6920943134535368,0.12295081967213115,0.12219000000000001,Medium-High
M-BHE-60-038,Naumule,Dailekh,Mid-Western,0.0,0.002,0.7457240592930445,0.759,0.8363384188626907,0.006147540983606557,0.005180000000000001,Lowest
W-GAN-37-008,Bhalayakharka,Lamjung,Western,0.08800000000000001,0.002,0.5484606613454961,0.32000000000000006,0.41192787794729535,0.09221311475409837,0.09219000000000001,Medium-Low
F-SET-71-031,Pathariya,Kailali,Far-Western,0.0,0.018,0.3694412770809578,0.397,0.35644937586685166,0.0,0.0,Lowest
W-LUM-46-016,Bharse,Gulmi,Western,0.0,0.002,0.6351197263397947,0.333,0.47434119278779474,0.012295081967213115,0.0118,Lowest
C-BAG-24-020,DaraunePokhari,Kavrepalanchok,Central,0.20600000000000002,0.003,0.6031927023945267,0.331,0.4521497919556171,0.13319672131147542,0.13364,Medium-High
C-BAG-24-062,Nala(Ugrachandi),Kavrepalanchok,Central,0.223,0.007000000000000001,0.6031927023945267,0.331,0.4521497919556171,0.1905737704918033,0.19065000000000001,High
M-RAP-56-012,Goltakuri,Dang,Mid-Western,0.0,0.005000000000000001,0.483466362599772,0.562,0.5395284327323161,0.012295081967213115,0.01182,Lowest
C-JAN-21-016,Duragau,Ramechhap,Central,0.008,0.003,0.6830102622576968,0.606,0.6920943134535368,0.05122950819672131,0.05142,Low
C-JAN-20-033,Mahadevdada,Sindhuli,Central,0.002,0.004,0.4583808437856329,0.655,0.5894590846047156,0.034836065573770496,0.03509,Low
C-JAN-18-063,Sahasaula,Mahottari,Central,0.015,0.008,0.3603192702394527,0.862,0.6740638002773925,0.0860655737704918,0.08685000000000001,Medium-Low
W-GAN-38-009,Bhimad,Tanahu,Western,0.004,0.009,0.5997719498289624,0.404,0.5020804438280166,0.05327868852459017,0.052320000000000005,Low
C-NAR-34-019,Biranchibarba,Parsa,Central,0.009,0.004,0.41961231470923605,0.6070000000000001,0.5325936199722607,0.05327868852459017,0.05387,Low
C-BAG-26-017,Sudal,Bhaktapur,Central,0.282,0.007000000000000001,0.805017103762828,0.08900000000000001,0.40776699029126207,0.20081967213114754,0.202,High
E-MEC-03-043,Shantipur,Ilam,Eastern,0.0,0.005000000000000001,0.1459521094640821,0.319,0.1664355062413314,0.0,0.0,Lowest
C-NAR-32-064,Mudwalawa,Rautahat,Central,0.008,0.004,0.3660205245153934,0.9140000000000001,0.7128987517337031,0.05942622950819672,0.05988,Medium-Low
F-MAH-74-022,Gujar,Baitadi,Far-Western,0.0,0.003,1.0,0.331,0.6934812760055478,0.0,0.0,Lowest
E-MEC-02-026,Panchami,Panchthar,Eastern,0.0,0.005000000000000001,0.3340935005701254,0.524,0.4230235783633841,0.00819672131147541,0.009030000000000002,Lowest
F-SET-69-029,Hatikot,Achham,Far-Western,0.0,0.002,0.830102622576967,0.9210000000000002,0.9999999999999999,0.0,0.0,Lowest
C-JAN-22-013,Chyama,Dolakha,Central,0.020000000000000004,0.003,0.7251995438996579,0.5860000000000001,0.7045769764216366,0.06762295081967214,0.06864,Medium-Low
W-DHA-44-014,BihadiRanipani,Parbat,Western,0.0,0.003,0.6362599771949828,0.248,0.41608876560332864,0.01434426229508197,0.014810000000000002,Lowest
E-KOS-05-046,Patigaun,Morang,Eastern,0.0,0.002,0.44811858608893956,0.877,0.7364771151178917,0.010245901639344263,0.00991,Lowest
W-LUM-49-072,Lumbini Development,Rupandehi,Western,0.002,0.0,0.7571265678449259,0.29500000000000004,0.521497919556172,0.0,0.0,Lowest
E-KOS-06-015,Chhitaha,Sunsari,Eastern,0.001,0.010000000000000002,0.44127708095781076,0.606,0.5450762829403606,0.036885245901639344,0.03688,Low
E-SAG-16-076,MalhaniyaKhori,Siraha,Eastern,0.009,0.004,0.21550741163055875,0.797,0.5409153952843272,0.05532786885245902,0.05550000000000001,Low
E-SAG-16-081,NaharaRigoul,Siraha,Eastern,0.003,0.006,0.21550741163055875,0.797,0.5409153952843272,0.045081967213114756,0.044770000000000004,Low
M-KAR-66-001,Baraigaun,Humla,Mid-Western,0.0,0.001,0.43671607753705816,1.0,0.8155339805825242,0.004098360655737705,0.00393,Lowest
M-RAP-54-008,Chokhawang,Rukum,Mid-Western,0.0,0.003,0.6989737742303306,0.687,0.7586685159500692,0.00819672131147541,0.00848,Lowest
C-NAR-32-059,Maryadpur,Rautahat,Central,0.013000000000000001,0.006,0.3660205245153934,0.9140000000000001,0.7128987517337031,0.07581967213114754,0.07529000000000001,Medium-Low
C-BAG-28-036,Lachyang,Nuwakot,Central,0.09200000000000001,0.005000000000000001,0.540478905359179,0.585,0.5908460471567267,0.1290983606557377,0.12879000000000002,Medium-High
M-KAR-62-012,Mukot,Dolpa,Mid-Western,0.0,0.001,0.42075256556442425,0.8570000000000001,0.7059639389736476,0.010245901639344263,0.009640000000000001,Lowest
E-MEC-01-013,Khejenim,Taplejung,Eastern,0.0,0.002,0.33637400228050174,0.303,0.27184466019417475,0.010245901639344263,0.00978,Lowest
F-MAH-72-017,Shankarpur,Kanchanpur,Far-Western,0.0,0.007000000000000001,0.4891676168757127,0.30800000000000005,0.3675450762829403,0.0,0.0,Lowest
W-GAN-36-040,Makaising,Gorkha,Western,0.225,0.002,0.6009122006841505,0.521,0.5839112343966713,0.13934426229508198,0.13889,Medium-High
F-MAH-72-009,Krishnapur,Kanchanpur,Far-Western,0.0,0.038000000000000006,0.4891676168757127,0.30800000000000005,0.3675450762829403,0.0,0.0,Lowest
E-KOS-08-017,Oyakjung,Terhathum,Eastern,0.0,0.005000000000000001,0.3888255416191562,0.504,0.44244105409153944,0.012295081967213115,0.01226,Lowest
E-MEC-04-040,Pathariya,Jhapa,Eastern,0.0,0.011000000000000001,0.05017103762827824,0.16200000000000003,0.0,0.0,0.0,Lowest
C-JAN-19-053,Khutauna,Sarlahi,Central,0.015,0.005000000000000001,0.346636259977195,0.835,0.6463245492371705,0.07377049180327869,0.07356,Medium-Low
E-SAG-12-013,Fediguth,Okhaldhunga,Eastern,0.002,0.004,0.5758266818700113,0.5830000000000001,0.610263522884882,0.03278688524590164,0.033760000000000005,Low
C-NAR-35-039,Royal Chitawan Natio,Chitawan,Central,0.128,0.0,0.4800456100342075,0.253,0.32454923717059636,0.0,0.0,Lowest
C-JAN-18-025,Fulakaha,Mahottari,Central,0.027000000000000003,0.007000000000000001,0.3603192702394527,0.862,0.6740638002773925,0.10245901639344263,0.10342000000000001,Medium-Low
W-LUM-50-019,Chanai,Kapilbastu,Western,0.001,0.012,0.6465222348916762,0.664,0.710124826629681,0.0389344262295082,0.039240000000000004,Low
E-SAG-16-036,Gadha,Siraha,Eastern,0.003,0.005000000000000001,0.21550741163055875,0.797,0.5409153952843272,0.0430327868852459,0.04295,Low
W-LUM-50-078,Vidhyanagar,Kapilbastu,Western,0.0,0.005000000000000001,0.6465222348916762,0.664,0.710124826629681,0.0,0.0,Lowest
F-SET-70-035,Mahadevsthan,Doti,Far-Western,0.0,0.004,0.8665906499429874,0.8260000000000001,0.9570041608876559,0.0,0.0,Lowest
M-BHE-57-022,KhajuraKhurda,Banke,Mid-Western,0.0,0.006,0.6191562143671607,0.8170000000000001,0.8002773925104022,0.0,0.0,Lowest
E-MEC-03-001,Amchok,Ilam,Eastern,0.0,0.005000000000000001,0.1459521094640821,0.319,0.1664355062413314,0.00819672131147541,0.00798,Lowest
M-BHE-59-043,Ramghat,Surkhet,Mid-Western,0.0,0.007000000000000001,0.5233751425313569,0.269,0.36199722607489604,0.00819672131147541,0.009120000000000001,Lowest
E-SAG-14-037,Tamlida,Udayapur,Eastern,0.0,0.002,0.15849486887115166,0.404,0.23300970873786403,0.01434426229508197,0.01372,Lowest
W-GAN-36-056,Sirdibas,Gorkha,Western,0.046000000000000006,0.003,0.6009122006841505,0.521,0.5839112343966713,0.08401639344262295,0.08411,Medium-Low
C-BAG-28-039,Mahakali,Nuwakot,Central,0.09000000000000001,0.004,0.540478905359179,0.585,0.5908460471567267,0.11885245901639344,0.11818000000000001,Medium-High
C-BAG-25-042,Tikathali,Lalitpur,Central,0.207,0.010000000000000002,0.8244013683010263,0.082,0.41470180305131765,0.20491803278688525,0.20440999999999998,High
