P_CODE,VDC_NAME,DISTRICT,REGION,Hazard (Intensity),Exposure,Housing,Poverty,Vulnerability,Severity,Severity Normalized,Severity category
C-JAN-19-069,Murtiya,Sarlahi,Central,0.031,0.009,0.346636259977195,0.835,0.6463245492371705,0.11680327868852458,0.1166,Medium-High
E-SAG-12-036,Pokali,Okhaldhunga,Eastern,0.005000000000000001,0.003,0.5758266818700113,0.5830000000000001,0.610263522884882,0.0430327868852459,0.04331,Low
C-NAR-32-095,SimaraBhawanipur,Rautahat,Central,0.023000000000000003,0.010000000000000002,0.3660205245153934,0.9140000000000001,0.7128987517337031,0.10860655737704919,0.10967,Medium-High
C-JAN-19-090,Sasapur,Sarlahi,Central,0.063,0.007000000000000001,0.346636259977195,0.835,0.6463245492371705,0.13114754098360656,0.13088,Medium-High
W-LUM-50-033,Hariharpur,Kapilbastu,Western,0.001,0.007000000000000001,0.6465222348916762,0.664,0.710124826629681,0.034836065573770496,0.03533,Low
C-BAG-23-077,ThuloSirubari,Sindhupalchok,Central,0.128,0.006,0.6476624857468642,0.657,0.7059639389736476,0.16598360655737707,0.16557,Medium-High
W-LUM-47-001,Archale,Palpa,Western,0.001,0.003,0.4732041049030787,0.266,0.32871012482662965,0.022540983606557378,0.02348,Lowest
C-JAN-19-079,Pidariya,Sarlahi,Central,0.020000000000000004,0.005000000000000001,0.346636259977195,0.835,0.6463245492371705,0.0819672131147541,0.08209,Medium-Low
C-JAN-19-057,Laukath,Sarlahi,Central,0.023000000000000003,0.007000000000000001,0.346636259977195,0.835,0.6463245492371705,0.09426229508196722,0.09492,Medium-Low
F-SET-69-030,Hichma,Achham,Far-Western,0.0,0.005000000000000001,0.830102622576967,0.9210000000000002,0.9999999999999999,0.0,0.0,Lowest
M-RAP-54-043,Taksera,Rukum,Mid-Western,0.0,0.004,0.6989737742303306,0.687,0.7586685159500692,0.012295081967213115,0.011880000000000002,Lowest
E-MEC-01-002,Ankhop,Taplejung,Eastern,0.0,0.002,0.33637400228050174,0.303,0.27184466019417475,0.0,0.0,Lowest
C-NAR-34-030,Govindapur,Parsa,Central,0.009,0.003,0.41961231470923605,0.6070000000000001,0.5325936199722607,0.05122950819672131,0.050800000000000005,Low
W-LUM-49-027,Gonaha,Rupandehi,Western,0.003,0.014000000000000002,0.7571265678449259,0.29500000000000004,0.521497919556172,0.05532786885245902,0.05469000000000001,Low
F-SET-70-050,Wagalek,Doti,Far-Western,0.0,0.004,0.8665906499429874,0.8260000000000001,0.9570041608876559,0.0,0.0,Lowest
F-SET-69-072,Tosi,Achham,Far-Western,0.0,0.002,0.830102622576967,0.9210000000000002,0.9999999999999999,0.0,0.0,Lowest
E-MEC-03-037,Pyang,Ilam,Eastern,0.0,0.003,0.1459521094640821,0.319,0.1664355062413314,0.0,0.0,Lowest
W-LUM-51-006,Bangi,Arghakhanchi,Western,0.0,0.005000000000000001,0.5644241733181301,0.332,0.4299583911234396,0.0,0.0,Lowest
C-JAN-19-061,Madhubani,Sarlahi,Central,0.011000000000000001,0.004,0.346636259977195,0.835,0.6463245492371705,0.06352459016393443,0.06336000000000001,Medium-Low
F-SET-68-013,Deulikot,Bajhang,Far-Western,0.0,0.008,0.8631698973774231,0.7050000000000001,0.869625520110957,0.0,0.0,Lowest
W-DHA-44-006,Banou,Parbat,Western,0.0,0.001,0.6362599771949828,0.248,0.41608876560332864,0.010245901639344263,0.011070000000000002,Lowest
E-KOS-06-047,Santerjhora,Sunsari,Eastern,0.001,0.010000000000000002,0.44127708095781076,0.606,0.5450762829403606,0.036885245901639344,0.037610000000000005,Low
E-MEC-02-014,Kurumba,Panchthar,Eastern,0.0,0.004,0.3340935005701254,0.524,0.4230235783633841,0.010245901639344263,0.00945,Lowest
C-JAN-17-039,Godar,Dhanusa,Central,0.011000000000000001,0.008,0.41163055872291904,0.77,0.6407766990291262,0.0778688524590164,0.07740000000000001,Medium-Low
M-KAR-66-015,Maila,Humla,Mid-Western,0.0,0.005000000000000001,0.43671607753705816,1.0,0.8155339805825242,0.006147540983606557,0.00633,Lowest
C-JAN-17-043,Hariharpur,Dhanusa,Central,0.013000000000000001,0.010000000000000002,0.41163055872291904,0.77,0.6407766990291262,0.08811475409836066,0.08808,Medium-Low
W-LUM-51-004,Asurkot,Arghakhanchi,Western,0.0,0.002,0.5644241733181301,0.332,0.4299583911234396,0.0,0.0,Lowest
C-NAR-34-055,Nagardaha,Parsa,Central,0.011000000000000001,0.004,0.41961231470923605,0.6070000000000001,0.5325936199722607,0.05737704918032788,0.05808,Low
E-SAG-12-014,Fulbari,Okhaldhunga,Eastern,0.003,0.004,0.5758266818700113,0.5830000000000001,0.610263522884882,0.036885245901639344,0.03701,Low
C-BAG-30-043,Satyadevi,Dhading,Central,0.082,0.003,0.6442417331813,0.515,0.6061026352288488,0.1127049180327869,0.11299,Medium-High
W-LUM-46-037,Gwadi,Gulmi,Western,0.001,0.003,0.6351197263397947,0.333,0.47434119278779474,0.018442622950819672,0.018160000000000003,Lowest
W-LUM-50-003,Bahadurgunj,Kapilbastu,Western,0.001,0.013000000000000001,0.6465222348916762,0.664,0.710124826629681,0.04098360655737705,0.04002,Low
F-SET-70-002,Banlek,Doti,Far-Western,0.0,0.005000000000000001,0.8665906499429874,0.8260000000000001,0.9570041608876559,0.0,0.0,Lowest
C-BAG-26-012,MadhyapurThimiN.P.,Bhaktapur,Central,0.24500000000000002,0.085,0.805017103762828,0.08900000000000001,0.40776699029126207,0.43442622950819676,0.43446999999999997,Highest
C-JAN-17-078,Paterwa,Dhanusa,Central,0.011000000000000001,0.005000000000000001,0.41163055872291904,0.77,0.6407766990291262,0.06762295081967214,0.06786,Medium-Low
W-DHA-43-009,Dagnam,Myagdi,Western,0.0,0.001,0.03762827822120868,0.269,0.06657420249653256,0.006147540983606557,0.006880000000000001,Lowest
E-MEC-02-036,Siwa,Panchthar,Eastern,0.0,0.004,0.3340935005701254,0.524,0.4230235783633841,0.0,0.0,Lowest
E-SAG-14-015,Jante,Udayapur,Eastern,0.0,0.002,0.15849486887115166,0.404,0.23300970873786403,0.012295081967213115,0.013270000000000002,Lowest
M-KAR-64-024,Ramnakot,Kalikot,Mid-Western,0.0,0.004,0.6510832383124288,0.876,0.8599167822468793,0.006147540983606557,0.006790000000000001,Lowest
E-MEC-02-039,Tharpu,Panchthar,Eastern,0.0,0.005000000000000001,0.3340935005701254,0.524,0.4230235783633841,0.0,0.0,Lowest
C-BAG-24-073,Saldhara,Kavrepalanchok,Central,0.363,0.003,0.6031927023945267,0.331,0.4521497919556171,0.1598360655737705,0.16067,Medium-High
W-GAN-37-014,Bhulbhule,Lamjung,Western,0.011000000000000001,0.003,0.5484606613454961,0.32000000000000006,0.41192787794729535,0.05122950819672131,0.05181,Low
C-NAR-32-054,LaxmipurBelbichawa,Rautahat,Central,0.008,0.004,0.3660205245153934,0.9140000000000001,0.7128987517337031,0.05532786885245902,0.055630000000000006,Low
E-SAG-13-076,Yamkha,Khotang,Eastern,0.0,0.003,0.43671607753705816,0.396,0.3966712898751734,0.01639344262295082,0.01607,Lowest
W-DHA-43-037,Shikha,Myagdi,Western,0.0,0.002,0.03762827822120868,0.269,0.06657420249653256,0.010245901639344263,0.01083,Lowest
M-KAR-63-018,Lihi(Rara),Jumla,Mid-Western,0.0,0.003,0.43101482326111745,0.781,0.6601941747572815,0.006147540983606557,0.0067599999999999995,Lowest
E-MEC-02-022,Nangeen,Panchthar,Eastern,0.0,0.007000000000000001,0.3340935005701254,0.524,0.4230235783633841,0.0,0.0,Lowest
C-NAR-35-038,Shukranagar,Chitawan,Central,0.04000000000000001,0.008,0.4800456100342075,0.253,0.32454923717059636,0.10450819672131148,0.1043,Medium-Low
E-SAG-14-036,Sundarpur,Udayapur,Eastern,0.002,0.006,0.15849486887115166,0.404,0.23300970873786403,0.030737704918032786,0.029990000000000003,Low
F-MAH-73-013,Jogbudha,Dadeldhura,Far-Western,0.0,0.022000000000000002,0.789053591790194,0.589,0.7447988904299584,0.0,0.0,Lowest
C-JAN-20-027,KhangSang,Sindhuli,Central,0.002,0.003,0.4583808437856329,0.655,0.5894590846047156,0.03278688524590164,0.03275,Low
W-LUM-49-069,Tenuhawa,Rupandehi,Western,0.002,0.011000000000000001,0.7571265678449259,0.29500000000000004,0.521497919556172,0.04713114754098361,0.046520000000000006,Low
C-NAR-31-007,BhartaPundyadevi,Makwanpur,Central,0.338,0.004,0.43557582668187006,0.36400000000000005,0.3744798890429959,0.17418032786885246,0.17531000000000002,High
C-BAG-24-071,RaviOpi,Kavrepalanchok,Central,0.20600000000000002,0.004,0.6031927023945267,0.331,0.4521497919556171,0.1557377049180328,0.15648,Medium-High
W-LUM-49-003,Amuwa,Rupandehi,Western,0.002,0.012,0.7571265678449259,0.29500000000000004,0.521497919556172,0.04918032786885246,0.05024,Low
W-DHA-43-031,Pulachaur,Myagdi,Western,0.0,0.003,0.03762827822120868,0.269,0.06657420249653256,0.010245901639344263,0.01051,Lowest
E-SAG-11-002,Basa,Solukhumbu,Eastern,0.001,0.003,0.08437856328392246,0.30600000000000005,0.11927877947295418,0.020491803278688527,0.021470000000000003,Lowest
W-LUM-50-009,Basantapur,Kapilbastu,Western,0.001,0.003,0.6465222348916762,0.664,0.710124826629681,0.02868852459016394,0.02909,Low
M-BHE-57-044,Sonapur,Banke,Mid-Western,0.0,0.008,0.6191562143671607,0.8170000000000001,0.8002773925104022,0.0,0.0,Lowest
E-SAG-12-045,Salleri,Okhaldhunga,Eastern,0.001,0.002,0.5758266818700113,0.5830000000000001,0.610263522884882,0.018442622950819672,0.01914,Lowest
C-JAN-19-078,Pidari,Sarlahi,Central,0.032,0.006,0.346636259977195,0.835,0.6463245492371705,0.10040983606557377,0.09956000000000001,Medium-Low
E-SAG-14-018,Katunjebawala,Udayapur,Eastern,0.0,0.006,0.15849486887115166,0.404,0.23300970873786403,0.018442622950819672,0.0188,Lowest
C-BAG-24-042,KhaharePangu,Kavrepalanchok,Central,0.236,0.002,0.6031927023945267,0.331,0.4521497919556171,0.13524590163934427,0.13457,Medium-High
M-BHE-57-029,Matahiya,Banke,Mid-Western,0.0,0.008,0.6191562143671607,0.8170000000000001,0.8002773925104022,0.022540983606557378,0.022150000000000003,Lowest
C-JAN-19-043,Ishworpur,Sarlahi,Central,0.03900000000000001,0.022000000000000002,0.346636259977195,0.835,0.6463245492371705,0.16598360655737707,0.16566000000000003,Medium-High
E-SAG-13-067,Sapteswor,Khotang,Eastern,0.0,0.002,0.43671607753705816,0.396,0.3966712898751734,0.01639344262295082,0.01553,Lowest
E-SAG-15-015,Bathanaha,Saptari,Eastern,0.002,0.005000000000000001,0.0,0.667,0.319001386962552,0.030737704918032786,0.029830000000000002,Low
M-BHE-57-027,Mahadevpuri,Banke,Mid-Western,0.0,0.009,0.6191562143671607,0.8170000000000001,0.8002773925104022,0.020491803278688527,0.020790000000000003,Lowest
W-LUM-51-024,Khanchikot,Arghakhanchi,Western,0.0,0.003,0.5644241733181301,0.332,0.4299583911234396,0.0,0.0,Lowest
E-SAG-15-035,Didhawa,Saptari,Eastern,0.002,0.004,0.0,0.667,0.319001386962552,0.02868852459016394,0.029270000000000004,Low
C-JAN-19-086,Sakraul,Sarlahi,Central,0.014000000000000002,0.005000000000000001,0.346636259977195,0.835,0.6463245492371705,0.07172131147540983,0.07251,Medium-Low
C-JAN-17-012,Baramajhiya,Dhanusa,Central,0.010000000000000002,0.006,0.41163055872291904,0.77,0.6407766990291262,0.07172131147540983,0.07129,Medium-Low
M-RAP-53-010,Gaam,Rolpa,Mid-Western,0.0,0.004,0.6921322690992018,0.674,0.7447988904299584,0.012295081967213115,0.01144,Lowest
C-JAN-19-009,Barahathawa,Sarlahi,Central,0.032,0.005000000000000001,0.346636259977195,0.835,0.6463245492371705,0.09631147540983606,0.09593000000000002,Medium-Low
W-LUM-50-057,Parsohiya,Kapilbastu,Western,0.001,0.004,0.6465222348916762,0.664,0.710124826629681,0.030737704918032786,0.031400000000000004,Low
W-DHA-45-015,Bungadovan,Baglung,Western,0.0,0.007000000000000001,0.8129988597491449,0.476,0.680998613037448,0.01639344262295082,0.01646,Lowest
E-KOS-05-026,Indrapur,Morang,Eastern,0.001,0.028000000000000004,0.44811858608893956,0.877,0.7364771151178917,0.045081967213114756,0.04471,Low
C-BAG-27-047,Sangla,Kathmandu,Central,0.127,0.004,0.8768529076396807,0.18200000000000002,0.5159500693481275,0.1290983606557377,0.12954000000000002,Medium-High
E-KOS-06-033,Madhesa,Sunsari,Eastern,0.001,0.006,0.44127708095781076,0.606,0.5450762829403606,0.03278688524590164,0.03202,Low
C-NAR-32-016,Bishrampur,Rautahat,Central,0.038000000000000006,0.012,0.3660205245153934,0.9140000000000001,0.7128987517337031,0.13934426229508198,0.13981,Medium-High
E-SAG-11-029,Salleri,Solukhumbu,Eastern,0.001,0.007000000000000001,0.08437856328392246,0.30600000000000005,0.11927877947295418,0.02459016393442623,0.025400000000000002,Low
E-KOS-08-006,Dangapa,Terhathum,Eastern,0.0,0.003,0.3888255416191562,0.504,0.44244105409153944,0.00819672131147541,0.00914,Lowest
W-DHA-45-049,Rayadanda,Baglung,Western,0.0,0.002,0.8129988597491449,0.476,0.680998613037448,0.01434426229508197,0.01429,Lowest
C-BAG-25-011,Choughare,Lalitpur,Central,0.303,0.002,0.8244013683010263,0.082,0.41470180305131765,0.13319672131147542,0.13255,Medium-High
M-RAP-52-042,RuspurKot,Pyuthan,Mid-Western,0.0,0.003,0.5940706955530217,0.532,0.5866851595006933,0.012295081967213115,0.012540000000000003,Lowest
C-JAN-19-038,Haripur,Sarlahi,Central,0.044000000000000004,0.012,0.346636259977195,0.835,0.6463245492371705,0.13934426229508198,0.14036,Medium-High
M-KAR-66-026,Syada,Humla,Mid-Western,0.0,0.002,0.43671607753705816,1.0,0.8155339805825242,0.006147540983606557,0.00515,Lowest
M-KAR-63-005,Chhumchaur,Jumla,Mid-Western,0.0,0.003,0.43101482326111745,0.781,0.6601941747572815,0.006147540983606557,0.0063,Lowest
W-LUM-50-047,Maharajgunj,Kapilbastu,Western,0.001,0.017,0.6465222348916762,0.664,0.710124826629681,0.04918032786885246,0.04856,Low
C-JAN-19-087,Salempur,Sarlahi,Central,0.021,0.008,0.346636259977195,0.835,0.6463245492371705,0.09836065573770492,0.09837000000000001,Medium-Low
F-MAH-74-035,Maharudra,Baitadi,Far-Western,0.0,0.004,1.0,0.331,0.6934812760055478,0.0,0.0,Lowest
C-JAN-18-002,Aurahi,Mahottari,Central,0.023000000000000003,0.009,0.3603192702394527,0.862,0.6740638002773925,0.10450819672131148,0.10486000000000001,Medium-Low
F-MAH-74-047,Rudreswor,Baitadi,Far-Western,0.0,0.004,1.0,0.331,0.6934812760055478,0.0,0.0,Lowest
C-BAG-29-005,Dhunche,Rasuwa,Central,0.067,0.003,0.4891676168757127,0.786,0.6990291262135923,0.10245901639344263,0.10289999999999999,Medium-Low
W-DHA-45-046,Rajkut,Baglung,Western,0.0,0.003,0.8129988597491449,0.476,0.680998613037448,0.012295081967213115,0.01294,Lowest
C-JAN-18-074,Sonaul,Mahottari,Central,0.014000000000000002,0.004,0.3603192702394527,0.862,0.6740638002773925,0.06967213114754099,0.06975,Medium-Low
M-KAR-63-023,Narakot,Jumla,Mid-Western,0.0,0.004,0.43101482326111745,0.781,0.6601941747572815,0.006147540983606557,0.00653,Lowest
E-MEC-01-027,Papung,Taplejung,Eastern,0.0,0.002,0.33637400228050174,0.303,0.27184466019417475,0.010245901639344263,0.009940000000000001,Lowest
W-LUM-47-063,Telgha,Palpa,Western,0.0,0.003,0.4732041049030787,0.266,0.32871012482662965,0.01639344262295082,0.01558,Lowest
F-SET-68-021,Kaphalaseri,Bajhang,Far-Western,0.0,0.007000000000000001,0.8631698973774231,0.7050000000000001,0.869625520110957,0.0,0.0,Lowest
W-GAN-36-032,Kashigaun,Gorkha,Western,0.074,0.002,0.6009122006841505,0.521,0.5839112343966713,0.08811475409836066,0.08875,Medium-Low
F-MAH-73-019,Rupal,Dadeldhura,Far-Western,0.0,0.006,0.789053591790194,0.589,0.7447988904299584,0.0,0.0,Lowest
C-BAG-28-033,KholegaunKhanigau,Nuwakot,Central,0.15000000000000002,0.005000000000000001,0.540478905359179,0.585,0.5908460471567267,0.1598360655737705,0.16072,Medium-High
W-LUM-48-017,Dhaubadi,Nawalparasi,Western,0.016,0.006,0.5062713797035348,0.351,0.40776699029126207,0.07172131147540983,0.07263,Medium-Low
C-JAN-22-024,Jiri,Dolakha,Central,0.020000000000000004,0.008,0.7251995438996579,0.5860000000000001,0.7045769764216366,0.09426229508196722,0.09509000000000001,Medium-Low
C-BAG-23-001,Atarpur,Sindhupalchok,Central,0.145,0.002,0.6476624857468642,0.657,0.7059639389736476,0.12295081967213115,0.12334,Medium-High
E-SAG-12-003,Balakhu,Okhaldhunga,Eastern,0.002,0.004,0.5758266818700113,0.5830000000000001,0.610263522884882,0.034836065573770496,0.034570000000000004,Low
C-JAN-20-041,Ranibas,Sindhuli,Central,0.019000000000000003,0.005000000000000001,0.4583808437856329,0.655,0.5894590846047156,0.0778688524590164,0.07886,Medium-Low
F-SET-68-044,Sunikot,Bajhang,Far-Western,0.0,0.002,0.8631698973774231,0.7050000000000001,0.869625520110957,0.0,0.0,Lowest
F-SET-67-020,Kotila,Bajura,Far-Western,0.0,0.003,0.7879133409350056,0.8800000000000001,0.9459084604715672,0.0,0.0,Lowest
M-KAR-65-016,Rara(Gilas),Mugu,Mid-Western,0.0,0.001,0.43671607753705816,0.447,0.4327323162274619,0.006147540983606557,0.0053300000000000005,Lowest
C-NAR-31-021,Hurnamadi,Makwanpur,Central,0.068,0.007000000000000001,0.43557582668187006,0.36400000000000005,0.3744798890429959,0.11885245901639344,0.11949000000000001,Medium-High
W-DHA-45-006,BaglungN.P.,Baglung,Western,0.0,0.03,0.8129988597491449,0.476,0.680998613037448,0.034836065573770496,0.0348,Low
C-BAG-26-005,Chhaling,Bhaktapur,Central,0.24100000000000002,0.008,0.805017103762828,0.08900000000000001,0.40776699029126207,0.1987704918032787,0.19925,High
E-SAG-15-088,Pakari,Saptari,Eastern,0.002,0.007000000000000001,0.0,0.667,0.319001386962552,0.03278688524590164,0.03323,Low
W-LUM-47-064,Timure,Palpa,Western,0.0,0.003,0.4732041049030787,0.266,0.32871012482662965,0.012295081967213115,0.01276,Lowest
W-LUM-46-047,IsmaRajasthal,Gulmi,Western,0.0,0.004,0.6351197263397947,0.333,0.47434119278779474,0.01639344262295082,0.01582,Lowest
F-SET-69-032,Janalibandali,Achham,Far-Western,0.0,0.003,0.830102622576967,0.9210000000000002,0.9999999999999999,0.0,0.0,Lowest
E-SAG-12-049,SisneriMahadevsthan,Okhaldhunga,Eastern,0.002,0.004,0.5758266818700113,0.5830000000000001,0.610263522884882,0.03278688524590164,0.03267,Low
M-KAR-65-007,Karkibada,Mugu,Mid-Western,0.0,0.004,0.43671607753705816,0.447,0.4327323162274619,0.006147540983606557,0.006600000000000001,Lowest
M-BHE-59-046,Sahare,Surkhet,Mid-Western,0.0,0.011000000000000001,0.5233751425313569,0.269,0.36199722607489604,0.010245901639344263,0.00957,Lowest
E-MEC-04-034,Mahabhara,Jhapa,Eastern,0.0,0.007000000000000001,0.05017103762827824,0.16200000000000003,0.0,0.0,0.0,Lowest
C-NAR-35-016,Jagatpur,Chitawan,Central,0.042,0.011000000000000001,0.4800456100342075,0.253,0.32454923717059636,0.11885245901639344,0.11818000000000001,Medium-High
E-SAG-15-085,Nardho,Saptari,Eastern,0.002,0.007000000000000001,0.0,0.667,0.319001386962552,0.036885245901639344,0.03656,Low
E-SAG-13-028,Dubekoldada,Khotang,Eastern,0.0,0.002,0.43671607753705816,0.396,0.3966712898751734,0.01434426229508197,0.01459,Lowest
E-SAG-15-093,Pipra(Purba),Saptari,Eastern,0.001,0.005000000000000001,0.0,0.667,0.319001386962552,0.026639344262295084,0.02718,Low
C-BAG-25-037,Sidhdipur,Lalitpur,Central,0.16100000000000003,0.006,0.8244013683010263,0.082,0.41470180305131765,0.1598360655737705,0.1593,Medium-High
C-JAN-18-026,GaidahaBhelpur,Mahottari,Central,0.016,0.005000000000000001,0.3603192702394527,0.862,0.6740638002773925,0.0778688524590164,0.07838,Medium-Low
W-LUM-46-004,Apchaur,Gulmi,Western,0.0,0.004,0.6351197263397947,0.333,0.47434119278779474,0.01434426229508197,0.01465,Lowest
W-DHA-44-020,Dhairing,Parbat,Western,0.0,0.004,0.6362599771949828,0.248,0.41608876560332864,0.01434426229508197,0.014410000000000001,Lowest
W-LUM-48-048,Panchanagar,Nawalparasi,Western,0.005000000000000001,0.010000000000000002,0.5062713797035348,0.351,0.40776699029126207,0.05942622950819672,0.06,Medium-Low
C-NAR-34-005,Bagbana,Parsa,Central,0.014000000000000002,0.007000000000000001,0.41961231470923605,0.6070000000000001,0.5325936199722607,0.0778688524590164,0.0786,Medium-Low
C-BAG-28-056,Talakhu,Nuwakot,Central,0.084,0.003,0.540478905359179,0.585,0.5908460471567267,0.10860655737704919,0.10912,Medium-High
C-NAR-33-005,Babuain,Bara,Central,0.011000000000000001,0.004,0.42873432155074115,0.7200000000000001,0.6158113730929264,0.05737704918032788,0.05842000000000001,Low
M-BHE-60-003,Bada Khola,Dailekh,Mid-Western,0.0,0.003,0.7457240592930445,0.759,0.8363384188626907,0.006147540983606557,0.006270000000000001,Lowest
C-JAN-21-003,Bethan,Ramechhap,Central,0.167,0.005000000000000001,0.6830102622576968,0.606,0.6920943134535368,0.16598360655737707,0.16523000000000002,Medium-High
E-MEC-01-019,Linkhim,Taplejung,Eastern,0.0,0.002,0.33637400228050174,0.303,0.27184466019417475,0.00819672131147541,0.00779,Lowest
C-JAN-22-044,Pawati,Dolakha,Central,0.073,0.005000000000000001,0.7251995438996579,0.5860000000000001,0.7045769764216366,0.125,0.12528999999999998,Medium-High
E-KOS-07-011,Chhintang,Dhankuta,Eastern,0.0,0.010000000000000002,0.33067274800456103,0.338,0.2912621359223301,0.01639344262295082,0.01729,Lowest
C-NAR-34-014,Bhawanipur,Parsa,Central,0.011000000000000001,0.006,0.41961231470923605,0.6070000000000001,0.5325936199722607,0.06967213114754099,0.06973,Medium-Low
W-LUM-48-075,Royal Chitawan Natio,Nawalparasi,Western,0.084,0.0,0.5062713797035348,0.351,0.40776699029126207,0.0,0.0,Lowest
E-SAG-15-100,Rampurjamuwa,Saptari,Eastern,0.002,0.004,0.0,0.667,0.319001386962552,0.030737704918032786,0.02994,Low
C-NAR-31-041,SisneriMahadevsthan,Makwanpur,Central,0.327,0.003,0.43557582668187006,0.36400000000000005,0.3744798890429959,0.1598360655737705,0.15939000000000003,Medium-High
E-KOS-08-014,Morahang,Terhathum,Eastern,0.0,0.004,0.3888255416191562,0.504,0.44244105409153944,0.010245901639344263,0.0103,Lowest
C-BAG-23-006,Bahrabise,Sindhupalchok,Central,0.062,0.007000000000000001,0.6476624857468642,0.657,0.7059639389736476,0.13729508196721313,0.13821000000000003,Medium-High
C-JAN-17-056,Kurtha,Dhanusa,Central,0.014000000000000002,0.008,0.41163055872291904,0.77,0.6407766990291262,0.08401639344262295,0.08401,Medium-Low
W-LUM-46-029,DhurkotRajasthal,Gulmi,Western,0.0,0.003,0.6351197263397947,0.333,0.47434119278779474,0.01434426229508197,0.01371,Lowest
W-LUM-49-039,Madhbaliya,Rupandehi,Western,0.003,0.011000000000000001,0.7571265678449259,0.29500000000000004,0.521497919556172,0.05327868852459017,0.05234,Low
F-MAH-75-006,Dadakot,Darchula,Far-Western,0.0,0.002,0.9646522234891677,0.505,0.7933425797503467,0.0,0.0,Lowest
E-SAG-15-020,Bhardaha,Saptari,Eastern,0.002,0.007000000000000001,0.0,0.667,0.319001386962552,0.034836065573770496,0.03505,Low
W-DHA-45-012,Binamare,Baglung,Western,0.0,0.002,0.8129988597491449,0.476,0.680998613037448,0.010245901639344263,0.01056,Lowest
E-SAG-15-005,Bakdhuwa,Saptari,Eastern,0.001,0.009,0.0,0.667,0.319001386962552,0.03278688524590164,0.03325,Low
C-JAN-17-020,Bhutahipaterwa,Dhanusa,Central,0.013000000000000001,0.005000000000000001,0.41163055872291904,0.77,0.6407766990291262,0.06967213114754099,0.07074000000000001,Medium-Low
C-NAR-31-033,Nibuwatar,Makwanpur,Central,0.28500000000000003,0.004,0.43557582668187006,0.36400000000000005,0.3744798890429959,0.16598360655737707,0.16677,Medium-High
F-MAH-75-020,Huti,Darchula,Far-Western,0.0,0.003,0.9646522234891677,0.505,0.7933425797503467,0.0,0.0,Lowest
W-LUM-51-023,Khan,Arghakhanchi,Western,0.0,0.004,0.5644241733181301,0.332,0.4299583911234396,0.0,0.0,Lowest
F-SET-68-015,Gadaraya,Bajhang,Far-Western,0.0,0.003,0.8631698973774231,0.7050000000000001,0.869625520110957,0.0,0.0,Lowest
W-GAN-39-018,Chitrebhanjyang,Syangja,Western,0.001,0.004,0.45952109464082097,0.488,0.47434119278779474,0.026639344262295084,0.026850000000000002,Low
C-JAN-20-002,Arunthakur,Sindhuli,Central,0.002,0.006,0.4583808437856329,0.655,0.5894590846047156,0.036885245901639344,0.03787,Low
M-RAP-53-036,Pakhapani,Rolpa,Mid-Western,0.0,0.006,0.6921322690992018,0.674,0.7447988904299584,0.01434426229508197,0.01391,Lowest
E-KOS-10-003,Baikunthe,Bhojpur,Eastern,0.0,0.003,0.39908779931584953,0.505,0.44937586685159503,0.012295081967213115,0.01253,Lowest
W-GAN-39-027,KewareBhanjyang,Syangja,Western,0.001,0.003,0.45952109464082097,0.488,0.47434119278779474,0.020491803278688527,0.021360000000000004,Lowest
C-NAR-32-052,Laxminiya,Rautahat,Central,0.020000000000000004,0.012,0.3660205245153934,0.9140000000000001,0.7128987517337031,0.11065573770491804,0.11015,Medium-High
E-SAG-14-026,Okhale,Udayapur,Eastern,0.001,0.003,0.15849486887115166,0.404,0.23300970873786403,0.01639344262295082,0.01692,Lowest
M-RAP-55-039,SaijuwalTakura,Salyan,Mid-Western,0.0,0.004,0.5940706955530217,0.735,0.7267683772538142,0.00819672131147541,0.00802,Lowest
C-BAG-27-059,TokhaSarswoti,Kathmandu,Central,0.146,0.005000000000000001,0.8768529076396807,0.18200000000000002,0.5159500693481275,0.15163934426229508,0.15244000000000002,Medium-High
C-NAR-32-001,Ajagabi,Rautahat,Central,0.011000000000000001,0.004,0.3660205245153934,0.9140000000000001,0.7128987517337031,0.06352459016393443,0.0629,Medium-Low
C-BAG-23-005,Baramchi,Sindhupalchok,Central,0.097,0.003,0.6476624857468642,0.657,0.7059639389736476,0.12295081967213115,0.12330000000000002,Medium-High
M-RAP-53-018,Jaimakasala,Rolpa,Mid-Western,0.0,0.003,0.6921322690992018,0.674,0.7447988904299584,0.010245901639344263,0.00997,Lowest
C-BAG-27-022,Gonggabu,Kathmandu,Central,0.16200000000000003,0.05600000000000001,0.8768529076396807,0.18200000000000002,0.5159500693481275,0.3463114754098361,0.34640000000000004,Highest
W-DHA-43-015,GurjaKhani,Myagdi,Western,0.0,0.001,0.03762827822120868,0.269,0.06657420249653256,0.00819672131147541,0.0075,Lowest
W-DHA-44-007,Banskharka,Parbat,Western,0.0,0.001,0.6362599771949828,0.248,0.41608876560332864,0.00819672131147541,0.00877,Lowest
W-GAN-40-020,Lahachok,Kaski,Western,0.002,0.003,0.7149372862029648,0.0,0.2912621359223301,0.02868852459016394,0.027850000000000003,Low
E-KOS-09-008,Dhupu,Sankhuwasabha,Eastern,0.0,0.004,0.23261117445838086,0.523,0.36061026352288483,0.018442622950819672,0.0179,Lowest
M-BHE-57-005,Bejapur,Banke,Mid-Western,0.0,0.013000000000000001,0.6191562143671607,0.8170000000000001,0.8002773925104022,0.02459016393442623,0.024720000000000002,Low
